standardized_inchikey,standardized_SMILES,RT
FNELVJVBIYMIMC-UHFFFAOYSA-N,CC[S+]([O-])c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,9.32
BBXXLROWFHWFQY-UHFFFAOYSA-N,CCCCc1c(C)[nH]c(NCC)nc1=O,8
IRCMYGHHKLLGHV-UHFFFAOYSA-N,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,9.14
GOVWOKSKFSBNGD-UHFFFAOYSA-N,CCOc1cc(NC(C)=O)ccc1C(=O)OC,6.63
VJYFKVYYMZPMAB-UHFFFAOYSA-N,CCCSP(=O)(OCC)SCCC,10.16
DECIPOUIJURFOJ-UHFFFAOYSA-N,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,10.11
UWVKRNOCDUPIDM-UHFFFAOYSA-N,CCOc1ccccc1OS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,9.32
LYMHIBZGTAPASQ-UHFFFAOYSA-N,CCNC(C)C(=O)c1ccccc1,3.93
OGDVEMNWJVYAJL-LEPYJNQMSA-N,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,4.08
MJEMIOXXNCZZFK-UHFFFAOYSA-N,CCNC(C)C(=O)c1ccc2c(c1)OCO2,4.04
AIVSIRYZIBXTMM-UHFFFAOYSA-N,CCOC(=O)C(c1ccccc1)C1CCCCN1,5.08
SQVIAVUSQAWMKL-UHFFFAOYSA-N,CCNCC(O)c1cccc(O)c1,2.66
VMZUTJCNQWMAGF-UHFFFAOYSA-N,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,8.31
VUFOCTSXHUWGPW-UHFFFAOYSA-N,OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,8.33
NWPRCRWQMGIBOT-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,4.09
IXSZQYVWNJNRAL-UHFFFAOYSA-N,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,12.83
FGIWFCGDPUIBEZ-UHFFFAOYSA-N,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,10.96
BFYIZQONLCFLEV-DAELLWKTSA-N,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,9.18
XUFQPHANEAPEMJ-UHFFFAOYSA-N,N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O,3.24
PCCSBWNGDMYFCW-UHFFFAOYSA-N,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,11.03
JISACBWYRJHSMG-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,7.99
RDEOYUSTRWNWLX-UHFFFAOYSA-N,CC(CCN1CCOCC1)OC(=O)C1(c2ccccc2)CCOCC1,6.12
HAQDEJPEAKWAAM-UHFFFAOYSA-N,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,11.01
LMVPQMGRYSRMIW-KRWDZBQOSA-N,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,9.22
ZCJPOPBZHLUFHF-UHFFFAOYSA-N,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,10.45
LVNYJXIBJFXIRZ-UHFFFAOYSA-N,CCOP(=O)(NC(C)C)Oc1ccc(S(C)(=O)=O)c(C)c1,7.21
NHOWDZOIZKMVAI-UHFFFAOYSA-N,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,10.13
DMYHGDXADUDKCQ-UHFFFAOYSA-N,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,13.68
HDDSHPAODJUKPD-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,10.26
RQDJADAKIFFEKQ-UHFFFAOYSA-N,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,10.38
IKFBPFGUINLYQI-UHFFFAOYSA-N,CCNC1C2CCC(C2)C1c1ccccc1,6.08
JHJOOSLFWRRSGU-UHFFFAOYSA-N,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,12.52
NMKSAYKQLCHXDK-UHFFFAOYSA-N,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,8.54
NMCHYWGKBADVMK-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,5.06
DBGIVFWFUFKIQN-UHFFFAOYSA-N,CCNC(C)Cc1cccc(C(F)(F)F)c1,6.0649999999999995
JFSPBVWPKOEZCB-UHFFFAOYSA-N,Cc1occc1C(=O)Nc1ccccc1,7.59
VDLGAVXLJYLFDH-UHFFFAOYSA-N,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,10.05
ATKQTXZNVGCYME-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(N(O)O)c(C)c1,9.92
DIRFUJHNVNOBMY-UHFFFAOYSA-N,CCC(C)c1ccccc1OC(=O)NC,9.05
YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,12.505
YTAXYXOJOYIQQO-UHFFFAOYSA-N,COC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,11.54
HMIBKHHNXANVHR-UHFFFAOYSA-N,CN(C)C(=O)SCCCCOc1ccccc1,10.73
MPPOHAUSNPTFAJ-UHFFFAOYSA-N,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O,9.83
HJUFTIJOISQSKQ-UHFFFAOYSA-N,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,10.59
FKLFBQCQQYDUAM-UHFFFAOYSA-N,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,8.91
UETXPGADPCBQFT-UHFFFAOYSA-N,NC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,5.19
JXJPYHDHJZJWRI-UHFFFAOYSA-N,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,6.82
XQUXKZZNEFRCAW-UHFFFAOYSA-N,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,12.93
MGNFYQILYYYUBS-UHFFFAOYSA-N,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,8.62
RYAUSSKQMZRMAI-ALOPSCKCSA-N,CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,10.7
IQUFSXIQAFPIMR-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCC#N,4.14
YYJNOYZRYGDPNH-MFKUBSTISA-N,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,13.15
SPJOZZSIXXJYBT-UHFFFAOYSA-N,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,10.12
XDNBJTQLKCIJBV-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,8.27
VTFZEBCYVXMEBB-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc(S(C)(=O)=O)cc1,8.48
PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,6.04
PNVJTZOFSHSLTO-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(SC)c(C)c1,11.02
ZNRZGJAHNMGWQN-UHFFFAOYSA-N,COP(=O)(OC)Oc1ccc(SC)c(C)c1,8.82
ZDHYERRNXRANLI-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,7.57
DLAPIMGBBDILHJ-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([S+](C)[O-])c(C)c1,7.28
ZCJYUTQZBAIHBS-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,13.38
XXOYNJXVWVNOOJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccccc1,5.12
NYPJDWWKZLNGGM-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,13.34
RWTNPBWLLIMQHL-UHFFFAOYSA-N,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,7.68
ZOCSXAVNDGMNBV-UHFFFAOYSA-N,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,10.5
JWKXVHLIRTVXLD-UHFFFAOYSA-N,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C(F)(F)F,10.39
FQXWEKADCSXYOC-UHFFFAOYSA-N,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1SC(F)(F)F,10.75
LGHZJDKSVUTELU-UHFFFAOYSA-N,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F,11.01
YQVMVCCFZCMYQB-UHFFFAOYSA-N,CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,8.6
IKVXBIIHQGXQRQ-UHFFFAOYSA-N,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,10.84
HWATZEJQIXKWQS-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,8.56
DJBNUMBKLMJRSA-UHFFFAOYSA-N,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,6.44
OWUZCVPRFKSBRG-UHFFFAOYSA-N,O=c1c(C2CC(c3ccc(OCc4ccc(C(F)(F)F)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,12.43
APQPGQGAWABJLN-UHFFFAOYSA-N,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,9.04
RLQJEEJISHYWON-UHFFFAOYSA-N,N#CCNC(=O)c1cnccc1C(F)(F)F,4.22
QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,5.75
AYIRNRDRBQJXIF-NXEZZACHSA-N,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,4.73
MXWAGQASUDSFBG-RVDMUPIBSA-N,CO/C=C(/C(=O)OC)c1ccccc1COc1cc(C(F)(F)F)nc(OC(C)C)n1,11.49
IRYFCWPNDIUQOW-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,6.41
VAIZTNZGPYBOGF-UHFFFAOYSA-N,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,12.02
LSVNTKWFQZSPIE-UHFFFAOYSA-N,ON(O)c1cc(C(F)(F)F)c(Cl)c(N(O)O)c1Nc1ncc(C(F)(F)F)cc1Cl,12.28
YOWNVPAUWYHLQX-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,12.68
CPEUVMUXAHMANV-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,8.65
RFHAOTPXVQNOHP-UHFFFAOYSA-N,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,5.06
PCKNFPQPGUWFHO-SXBRIOAWSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CO/N=C(\c2ccc(Cl)cc2)C2CC2)cc1,12.77
GBIHOLCMZGAKNG-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,12.66
MUJOIMFVNIBMKC-UHFFFAOYSA-N,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,9.48
IANUJLZYFUDJIH-UHFFFAOYSA-N,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,10.06
RYLHNOVXKPXDIP-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,12.86
SWBHWUYHHJCADA-UHFFFAOYSA-N,Fc1cccc(F)c1-c1nnc(-c2ccccc2Cl)nn1,10.78
OFBIFZUFASYYRE-UHFFFAOYSA-N,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,6.04
DPSPPJIUMHPXMA-UHFFFAOYSA-N,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,7.46
YXWCBRDRVXHABN-JCMHNJIXSA-N,CC1(C)C(/C=C(\Cl)c2ccc(Cl)cc2)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,13.86
RXCPQSJAVKGONC-UHFFFAOYSA-N,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,4.83
FOUWCSDKDDHKQP-UHFFFAOYSA-N,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,8.73
YGLJJRRNHBOWJN-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2F)c2cc(N(O)O)ccc21,7.83
NOOCSNJCXJYGPE-UHFFFAOYSA-N,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,9.09
RZILCCPWPBTYDO-UHFFFAOYSA-N,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,7.85
BNQAOBCJPGKSTA-UHFFFAOYSA-N,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1N(O)O,11.71
UFEODZBUAFNAEU-NLRVBDNBSA-N,CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,9.95
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,8.6
NJMYODHXAKYRHW-DVZOWYKESA-N,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,10.19
PLDUPXSUYLZYBN-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,9.93
JUUFBMODXQKSTD-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,7.09
IJJVMEJXYNJXOJ-UHFFFAOYSA-N,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,10.05
SAADBVWGJQAEFS-UHFFFAOYSA-N,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,6.61
YWBVHLJPRPCRSD-UHFFFAOYSA-N,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,8.82
OQZCSNDVOWYALR-UHFFFAOYSA-N,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,9.84
MEFQWPUMEMWTJP-UHFFFAOYSA-N,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,5.43
VEVZCONIUDBCDC-UHFFFAOYSA-N,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,9.62
LXUQNVQZFJLROQ-UHFFFAOYSA-N,CNc1oc(-c2ccccc2)c(O)c1-c1cccc(C(F)(F)F)c1,9.14
FQKUGOMFVDPBIZ-UHFFFAOYSA-N,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,10.48
QOYHHIBFXOOADH-UHFFFAOYSA-N,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,9.19
PTCGDEVVHUXTMP-UHFFFAOYSA-N,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,9.52
JWUCHKBSVLQQCO-UHFFFAOYSA-N,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,8.12
INISTDXBRIBGOC-UHFFFAOYSA-N,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,13.49
FJLGEFLZQAZZCD-MCBHFWOFSA-N,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,10.94
CJOFXWAVKWHTFT-XSFVSMFZSA-N,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,8.28
BGZZWXTVIYUUEY-UHFFFAOYSA-N,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],9.01
KVGLBTYUCJYMND-UHFFFAOYSA-N,CCOP(=S)(CC)Sc1ccccc1,11.05
GPXLRLUVLMHHIK-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,8.53
RMFNNCGOSPBBAD-JYRVWZFOSA-N,CNC(=O)Oc1cccc(/N=C\N(C)C)c1,3.14
DUFVKSUJRWYZQP-UHFFFAOYSA-N,CCOP(=O)(SC(C)CC)N1CCSC1=O,7.73
UYJUZNLFJAWNEZ-UHFFFAOYSA-N,c1coc(-c2nc3ccccc3[nH]2)c1,6.48
CIEXPHRYOLIQQD-UHFFFAOYSA-N,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,8.99
HAWJXYBZNNRMNO-UHFFFAOYSA-N,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,12.09
ZKOYYYZZOIOFAX-WEVVVXLNSA-N,O=C1OCCN1/N=C/c1ccc(N(O)O)o1,4.19
MCNOFYBITGAAGM-UHFFFAOYSA-N,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,7.92
UGJMXCAKCUNAIE-UHFFFAOYSA-N,NCC1(CC(=O)O)CCCCC1,3.78
ASUTZQLVASHGKV-JDFRZJQESA-N,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,2.99
XQLWNAFCTODIRK-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,7.19
IXORZMNAPKEEDV-OYEYCCDTSA-N,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2C3C(=O)O,4.91
GWOFUCIGLDBNKM-UHFFFAOYSA-N,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,6.63
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,9.98
RMTYNAPTNBJHQI-LLDVTBCESA-N,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,9.79
WIGIZIANZCJQQY-RUCARUNLSA-N,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,10.69
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,8.11
IAJOBQBIJHVGMQ-UHFFFAOYSA-N,CP(=O)(O)CCC(N)C(=O)O,1.44
DDUHZTYCFQRHIY-RBHXEPJQSA-N,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,8.05
HSRJKNPTNIJEKV-UHFFFAOYSA-N,COc1ccccc1OCC(O)CO,5.11
WDZVGELJXXEGPV-YIXHJXPBSA-N,N=C(N)N/N=C/c1c(Cl)cccc1Cl,5.61
HIUVKVDQFXDZHU-UHFFFAOYSA-N,N=C(N)NCC1COc2ccccc2O1,4.57
SRFSUDHTQQJJIN-JNQJZLCISA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,10.85
WIFXJBMOTMKRMM-UHFFFAOYSA-N,CC(C)(COCc1cccc(Oc2ccccc2)c1)c1ccc(OC(F)(F)Br)cc1,14.27
CNKHSLKYRMDDNQ-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,9.25
LVASCWIMLIKXLA-LSDHHAIUSA-N,O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,6.76
LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,7.18
MIJLZGZLQLAQCM-UHFFFAOYSA-N,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,12.15
RERZNCLIYCABFS-UHFFFAOYSA-N,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,5.06
PSFDQSOCUJVVGF-UHFFFAOYSA-N,Cc1nccc2c1[nH]c1ccccc12,4.91
BXNJHAXVSOCGBA-UHFFFAOYSA-N,COc1ccc2c(c1)[nH]c1c(C)nccc12,5.34
KVRQGMOSZKPBNS-FMHLWDFHSA-N,C[C@]1(OC(=O)/C=C/c2ccccc2)C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,8.25
LMFKRLGHEKVMNT-UJDVCPFMSA-N,CO[C@H](C)[C@](O)(C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12)C(C)C,4.27
GBAWQJNHVWMTLU-UHFFFAOYSA-N,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,8.49
GVGLGOZIDCSQPN-PVHGPHFFSA-N,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,4.63
STMIIPIFODONDC-UHFFFAOYSA-N,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,11.19
RGNPBRKPHBKNKX-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,11.76
CAWXEEYDBZRFPE-UHFFFAOYSA-N,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,7.09
KRQAMFQCSAJCRH-UHFFFAOYSA-N,COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,7.54
XGWIJUOSCAQSSV-XHDPSFHLSA-N,C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,12.62
NTCPGTZTPGFNOM-UHFFFAOYSA-N,CNC(C)Cc1ccc(O)c(O)c1,2.59
NTYJJOPFIAHURM-UHFFFAOYSA-N,NCCc1c[nH]cn1,1.58
MXHODDGKGSGCDI-UHFFFAOYSA-N,c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1,7.19
HNDVDQJCIGZPNO-UHFFFAOYSA-N,NC(Cc1c[nH]cn1)C(=O)O,1.23
IHPFVQVCJHQPFN-UHFFFAOYSA-N,COc1ccc(CC(C)N)cc1O,3.23
UVDWYWYWOMOEFX-UHFFFAOYSA-N,CNC(C)Cc1ccc(O)c(OC)c1,3.19
ZTVIKZXZYLEVOL-MCOXGKPRSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,3.73
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,CN(C)CCc1ccc(O)cc1,2.28
SSQJFGMEZBFMNV-WOJBJXKFSA-N,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,13.53
LLPOLZWFYMWNKH-WYBZEITLSA-N,COc1ccc2c3c1OC1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,3.69
XNMUPDICNYMLBM-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,8.8
WVLOADHCBXTIJK-ZNFCEQIWSA-N,CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@H]3[C@H]1C5,2.91
CEYGCFLPQFNPST-UHFFFAOYSA-N,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,7.81
XXSMGPRMXLTPCZ-UHFFFAOYSA-N,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,3.98
XOKCJXZZNAUIQN-IENPIDJESA-N,CN1C(=O)C(O)C[C@H]1c1cccnc1,3.13
VEGVCHRFYPFJFO-UHFFFAOYSA-N,OCCOCCN1CCN(C2=Nc3ccc(O)cc3Sc3ccccc32)CC1,4.99
ZQDWXGKKHFNSQK-UHFFFAOYSA-N,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,8.28
HEFNNWSXXWATRW-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)O)cc1,10.68
PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,9.09
TYIHVCIQMMTVHE-UHFFFAOYSA-N,COC(=O)c1cc(C)ccc1C1=NC(=O)C(C)(C(C)C)N1,7.16
NUPJIGQFXCQJBK-UHFFFAOYSA-N,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,4.63
CLQMBPJKHLGMQK-UHFFFAOYSA-N,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,4.1
CABMTIJINOIHOD-UHFFFAOYSA-N,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,6.1
XVOKUMIPKHGGTN-UHFFFAOYSA-N,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,5.6
NAGRVUXEKKZNHT-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,8.78
AGKSTYPVMZODRV-HAVVHWLPSA-N,Clc1ccc(CS/C(Cn2cncn2)=N/c2ccc(Cl)cc2Cl)cc1,12.36
WLFUOMGYHMKOHP-UHFFFAOYSA-N,O=C(Nc1ccccc1C1=NCCN1)Nc1ccccc1C1=NCCN1,3.78
BCGWQEUPMDMJNV-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2CCc2ccccc21,8.08
PFDCOZXELJAUTR-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1,9.27
KUCWWEPJRBANHL-UHFFFAOYSA-N,c1cc2c(c(NC3=NCCN3)c1)CCC2,4.76
NDDAHWYSQHTHNT-UHFFFAOYSA-N,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,6.61
CBVCZFGXHXORBI-IXVTTXLYSA-N,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.79
